trade_date,exp_date,underlying,dte_entry,width_sigma,structure,spot_entry,spot_exit,call_atm,call_lo,call_up,total_credit,vix_entry,iv_atm_pct,expected_move,pnl_usd,pnl_tp25,pnl_tp50,pnl_tp75,result,exit_method,mfe,mae,pnl_exit3
2025-01-06,2025-01-10,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),6002.39,5826.5,6000.0,5985.0,6015.0,80.0,16.09,13.94,87.6,80.0,40.0,40.0,85.0,WIN,expiration,85.0,-980.0,0.0
2025-01-13,2025-01-17,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),5799.04,5997.07,5800.0,5780.0,5820.0,115.0,20.48,21.53,130.7,115.0,255.0,255.0,255.0,WIN,expiration,255.0,-3960.0,15.0
2025-01-27,2025-01-31,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),6007.22,6040.07,6005.0,5985.0,6025.0,135.0,18.57,18.76,118.0,135.0,130.0,130.0,130.0,WIN,expiration,200.0,-2000.0,-5.0
2025-02-03,2025-02-07,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),5940.25,6025.94,5940.0,5920.0,5960.0,460.0,19.27,21.17,131.6,460.0,380.0,380.0,380.0,WIN,expiration,740.0,-3820.0,515.0
2025-02-10,2025-02-14,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),6053.79,6113.74,6055.0,6040.0,6070.0,80.0,16.26,14.91,94.5,80.0,165.0,165.0,165.0,WIN,expiration,165.0,-900.0,0.0
2025-02-24,2025-02-28,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),5999.99,5953.03,6000.0,5980.0,6020.0,120.0,19.27,20.05,125.9,120.0,82.5,82.5,97.5,WIN,expiration,120.0,-560.0,-5.0
2025-03-03,2025-03-07,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),5937.04,5769.15,5935.0,5915.0,5955.0,25.0,20.53,22.53,140.0,25.0,12.5,22.5,22.5,WIN,expiration,25.0,-3370.0,-55.0
2025-03-10,2025-03-14,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),5681.48,5636.86,5680.0,5650.0,5710.0,170.0,26.28,32.02,190.5,170.0,115.0,115.0,160.0,WIN,expiration,160.0,-1230.0,115.0
2025-03-17,2025-03-21,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),5663.23,5666.68,5665.0,5645.0,5685.0,100.0,21.01,24.34,144.3,-1732.0,30.0,-1732.0,-1732.0,LOSS,expiration,30.0,-1865.0,-15.0
2025-03-24,2025-03-28,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),5750.57,5580.28,5750.0,5735.0,5765.0,65.0,18.61,18.28,110.0,65.0,320.0,320.0,320.0,WIN,expiration,320.0,-1390.0,-370.0
2025-03-31,2025-04-04,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),5518.29,5075.24,5520.0,5495.0,5545.0,135.0,23.82,29.15,168.4,135.0,35.0,70.0,105.0,WIN,expiration,405.0,-3500.0,70.0
2025-04-14,2025-04-17,SPX,3,0.15,Inverse Butterfly 1-2-1 (calls),5424.15,5283.5,5425.0,5395.0,5455.0,180.0,32.79,38.92,191.4,180.0,65.0,107.5,160.0,WIN,expiration,177.5,-420.0,15.0
2025-04-21,2025-04-25,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),5191.93,5523.52,5190.0,5160.0,5220.0,165.0,33.01,35.75,194.3,165.0,170.0,170.0,170.0,WIN,expiration,720.0,-3630.0,-25.0
2025-04-28,2025-05-02,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),5521.57,5685.73,5520.0,5495.0,5545.0,145.0,25.42,28.34,163.8,145.0,195.0,195.0,195.0,WIN,expiration,220.0,-3890.0,-70.0
2025-05-05,2025-05-09,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),5647.31,5659.15,5645.0,5625.0,5665.0,175.0,24.03,23.68,140.0,-410.0,65.0,195.0,195.0,LOSS,expiration,195.0,-3940.0,45.0
2025-05-12,2025-05-16,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),5803.15,5958.4,5805.0,5790.0,5820.0,85.0,19.31,18.93,115.0,85.0,120.0,120.0,120.0,WIN,expiration,315.0,-1300.0,15.0
2025-05-19,2025-05-23,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),5926.14,5804.16,5925.0,5910.0,5940.0,85.0,18.7,18.17,112.7,85.0,25.0,80.0,80.0,WIN,expiration,90.0,-580.0,-5.0
2025-06-02,2025-06-06,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),5877.35,5999.66,5875.0,5855.0,5895.0,95.0,19.53,20.37,125.3,95.0,45.0,85.0,85.0,WIN,expiration,200.0,-3980.0,30.0
2025-06-09,2025-06-13,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),5999.21,5977.48,6000.0,5985.0,6015.0,90.0,17.39,15.69,98.5,90.0,90.0,90.0,90.0,WIN,expiration,90.0,-410.0,-5.0
2025-06-16,2025-06-20,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),6036.65,5968.34,6035.0,6020.0,6050.0,80.0,18.91,15.33,96.9,80.0,415.0,415.0,415.0,WIN,expiration,415.0,-630.0,-35.0
2025-06-23,2025-06-27,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),5989.87,6171.97,5990.0,5975.0,6005.0,90.0,20.2,16.81,105.4,90.0,95.0,95.0,95.0,WIN,expiration,190.0,-2650.0,-50.0
2025-06-30,2025-07-03,SPX,3,0.15,Inverse Butterfly 1-2-1 (calls),6187.3,6277.76,6185.0,6175.0,6195.0,50.0,17.29,13.98,78.4,50.0,15.0,50.0,50.0,WIN,expiration,50.0,-1450.0,5.0
2025-07-07,2025-07-11,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),6258.64,6258.35,6260.0,6245.0,6275.0,95.0,17.58,14.51,95.1,-1240.0,-1240.0,-1240.0,-1240.0,LOSS,expiration,5.0,-1375.0,-40.0
2025-07-14,2025-07-18,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),6248.56,6296.68,6250.0,6235.0,6265.0,105.0,17.29,13.44,87.9,105.0,115.0,115.0,115.0,WIN,expiration,115.0,-1830.0,0.0
2025-07-21,2025-07-25,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),6326.45,6389.59,6325.0,6315.0,6335.0,55.0,16.69,11.27,74.6,55.0,15.0,40.0,50.0,WIN,expiration,60.0,-1010.0,10.0
2025-07-28,2025-08-01,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),6396.27,6237.3,6395.0,6380.0,6410.0,95.0,15.43,14.96,100.2,95.0,100.0,100.0,100.0,WIN,expiration,102.5,-2140.0,100.0
2025-08-04,2025-08-08,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),6310.01,6390.19,6310.0,6295.0,6325.0,90.0,17.95,15.49,102.3,90.0,80.0,80.0,80.0,WIN,expiration,240.0,-1490.0,240.0
2025-08-11,2025-08-15,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),6394.81,6450.12,6395.0,6380.0,6410.0,90.0,15.86,13.34,89.3,90.0,25.0,50.0,75.0,WIN,expiration,100.0,-1870.0,-30.0
2025-08-18,2025-08-22,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),6443.24,6466.35,6445.0,6430.0,6460.0,100.0,15.59,12.71,85.7,100.0,25.0,155.0,155.0,WIN,expiration,155.0,-680.0,-15.0
2025-08-25,2025-08-29,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),6458.13,6461.82,6460.0,6445.0,6475.0,105.0,14.73,12.55,84.8,-1213.0,30.0,-1213.0,-1213.0,LOSS,expiration,50.0,-1325.0,-25.0
2025-09-08,2025-09-12,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),6494.95,6583.97,6495.0,6485.0,6505.0,65.0,15.31,11.94,81.2,65.0,135.0,135.0,135.0,WIN,expiration,135.0,-2000.0,-125.0
2025-09-15,2025-09-19,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),6615.62,6662.84,6615.0,6600.0,6630.0,110.0,15.13,12.76,88.4,110.0,215.0,215.0,215.0,WIN,expiration,215.0,-1860.0,5.0
2025-09-22,2025-09-26,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),6661.0,6643.54,6660.0,6650.0,6670.0,35.0,15.91,11.46,79.9,35.0,15.0,105.0,105.0,WIN,expiration,105.0,-620.0,-15.0
2025-09-29,2025-10-03,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),6671.09,6715.86,6670.0,6655.0,6685.0,110.0,15.95,12.16,84.9,110.0,75.0,75.0,105.0,WIN,expiration,125.0,-2190.0,-335.0
2025-10-06,2025-10-10,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),6723.11,6552.8,6725.0,6710.0,6740.0,105.0,16.98,12.22,86.0,105.0,62.5,62.5,102.5,WIN,expiration,105.0,-600.0,-5.0
2025-10-13,2025-10-17,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),6651.68,6662.91,6650.0,6630.0,6670.0,135.0,19.57,17.98,125.2,-574.0,50.0,-574.0,-574.0,LOSS,expiration,55.0,-880.0,-15.0
2025-10-20,2025-10-24,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),6709.25,6791.14,6710.0,6695.0,6725.0,70.0,19.53,16.25,114.1,70.0,50.0,50.0,65.0,WIN,expiration,75.0,-690.0,-10.0
2025-10-27,2025-10-31,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),6854.2,6840.23,6855.0,6840.0,6870.0,80.0,15.72,13.88,99.6,57.0,25.0,75.0,75.0,WIN,expiration,160.0,-1960.0,10.0
2025-11-03,2025-11-07,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),6846.55,6729.02,6845.0,6830.0,6860.0,90.0,18.12,15.35,110.0,90.0,100.0,100.0,100.0,WIN,expiration,235.0,-1670.0,-20.0
2025-11-10,2025-11-14,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),6806.36,6735.1,6805.0,6790.0,6820.0,80.0,18.03,15.5,110.5,80.0,170.0,170.0,170.0,WIN,expiration,170.0,-670.0,-5.0
2025-11-17,2025-11-21,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),6743.58,6603.8,6745.0,6725.0,6765.0,100.0,20.39,20.8,146.8,100.0,90.0,90.0,90.0,WIN,expiration,105.0,-790.0,10.0
2025-11-24,2025-11-28,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),6653.1,6848.48,6655.0,6635.0,6675.0,110.0,22.2,19.09,132.9,110.0,40.0,60.0,90.0,WIN,expiration,315.0,-5170.0,60.0
2025-12-01,2025-12-05,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),6828.19,6869.07,6830.0,6815.0,6845.0,90.0,17.26,13.88,99.2,90.0,45.0,45.0,70.0,WIN,expiration,170.0,-2100.0,-15.0
2025-12-08,2025-12-12,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),6866.76,6827.89,6865.0,6850.0,6880.0,75.0,16.54,15.87,114.1,75.0,32.5,72.5,72.5,WIN,expiration,72.5,-1880.0,-195.0
2025-12-15,2025-12-19,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),6832.36,6834.7,6830.0,6815.0,6845.0,80.0,16.51,15.58,111.5,-950.0,-950.0,-950.0,-950.0,LOSS,expiration,15.0,-1085.0,-20.0
2025-12-22,2025-12-26,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),6868.15,6930.52,6870.0,6860.0,6880.0,70.0,14.56,8.22,59.1,70.0,140.0,140.0,140.0,WIN,expiration,140.0,-700.0,-15.0
2025-12-29,2026-01-02,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),6903.78,6858.54,6905.0,6895.0,6915.0,50.0,14.77,9.37,67.7,50.0,145.0,145.0,145.0,WIN,expiration,145.0,-630.0,-20.0
2026-01-12,2026-01-16,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),6962.88,6939.46,6965.0,6950.0,6980.0,110.0,15.42,11.98,87.3,110.0,110.0,110.0,110.0,WIN,expiration,110.0,-820.0,10.0
2026-01-26,2026-01-30,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),6945.86,6937.5,6945.0,6930.0,6960.0,85.0,16.15,15.05,109.4,-665.0,30.0,110.0,110.0,LOSS,expiration,110.0,-3810.0,10.0
2026-02-09,2026-02-13,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),6926.97,6835.08,6925.0,6905.0,6945.0,110.0,18.17,17.37,125.9,110.0,35.0,335.0,335.0,WIN,expiration,335.0,-1240.0,45.0
2026-02-23,2026-02-27,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),6881.9,6878.04,6880.0,6860.0,6900.0,105.0,20.33,20.16,145.2,-1699.0,225.0,225.0,225.0,LOSS,expiration,225.0,-1735.0,-60.0
2026-03-02,2026-03-06,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),6845.47,6738.15,6845.0,6820.0,6870.0,130.0,21.84,22.38,160.3,130.0,150.0,150.0,150.0,WIN,expiration,150.0,-1740.0,-45.0
2026-03-09,2026-03-13,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),6652.36,6631.88,6650.0,6620.0,6680.0,150.0,30.83,30.7,213.8,-1038.0,95.0,95.0,120.0,LOSS,expiration,120.0,-2160.0,75.0
2026-03-16,2026-03-20,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),6717.51,6508.32,6720.0,6695.0,6745.0,140.0,24.04,23.7,166.6,140.0,40.0,80.0,135.0,WIN,expiration,140.0,-780.0,-0.0
2026-03-23,2026-03-27,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),6627.58,6367.77,6630.0,6605.0,6655.0,125.0,24.26,25.09,174.1,125.0,32.5,122.5,122.5,WIN,expiration,130.0,-1770.0,-20.0
2026-03-30,2026-04-02,SPX,3,0.15,Inverse Butterfly 1-2-1 (calls),6373.9,6581.56,6375.0,6350.0,6400.0,135.0,30.67,31.01,179.2,135.0,95.0,95.0,110.0,WIN,expiration,180.0,-4370.0,5.0
2026-04-06,2026-04-10,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),6608.11,6817.9,6610.0,6585.0,6635.0,160.0,24.21,22.91,158.5,160.0,180.0,180.0,180.0,WIN,expiration,180.0,-3260.0,5.0
2026-04-13,2026-04-17,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),6820.09,7125.12,6820.0,6800.0,6840.0,125.0,20.1,16.94,121.0,125.0,180.0,180.0,180.0,WIN,expiration,180.0,-3800.0,25.0
2026-04-20,2026-04-24,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),7121.56,7164.29,7120.0,7100.0,7140.0,135.0,18.83,16.68,124.3,135.0,40.0,95.0,105.0,WIN,expiration,105.0,-430.0,10.0
2026-04-27,2026-05-01,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),7164.93,7229.32,7165.0,7145.0,7185.0,100.0,18.89,17.57,131.8,100.0,35.0,90.0,90.0,WIN,expiration,100.0,-830.0,-20.0
2026-05-04,2026-05-08,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),7231.7,7397.43,7230.0,7215.0,7245.0,90.0,17.43,14.7,111.3,90.0,25.0,205.0,205.0,WIN,expiration,955.0,-3190.0,25.0
2026-05-11,2026-05-15,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),7407.84,7409.18,7410.0,7395.0,7425.0,85.0,18.19,14.18,110.0,-1333.0,50.0,50.0,75.0,LOSS,expiration,75.0,-1755.0,-10.0
2026-05-18,2026-05-22,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),7424.98,7474.07,7425.0,7405.0,7445.0,110.0,18.39,16.85,131.0,110.0,40.0,60.0,95.0,WIN,expiration,150.0,-1800.0,-20.0
2026-06-01,2026-06-05,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),7572.26,7384.67,7570.0,7555.0,7585.0,205.0,16.22,12.66,100.3,205.0,120.0,120.0,165.0,WIN,expiration,205.0,-5080.0,165.0
